,Model,model,train_mae,train_rmse,test_mae,test_rmse
228,XGBoost_High_45,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",28.75901875716457,39.61387729802071,63.19081832666715,97.02231252667589
229,LightGBM_High_45,LGBMRegressor(verbosity=0),44.42348998121195,65.51645471817768,59.65292418394941,93.47590188655141
230,RNN_High_45,"<Sequential name=sequential_68, built=True>",7542.952762112845,9794.603604899805,7675.569694584751,10036.969177600795
231,LSTM_High_45,"<Sequential name=sequential_69, built=True>",7768.72306457525,9969.51259845896,7901.339997085011,10210.658836512792
232,GRU_High_45,"<Sequential name=sequential_70, built=True>",7733.05562163966,9941.74394422871,7865.672554106158,10183.083269017969
233,Bidirectional_LSTM_High_45,"<Sequential name=sequential_71, built=True>",7721.279895924297,9932.587106496812,7853.896828396203,10173.990147326916
234,LinearRegression_High_60,LinearRegression(),51.52222468463129,84.22372210941079,49.883383236509104,80.41709862413023
235,Ridge_High_60,Ridge(),51.52222470932264,84.22372210941087,49.88338327056588,80.41709879522506
236,Lasso_High_60,Lasso(),148.03533106411118,224.93066274237324,128.54084510791623,198.61080128387624
237,RandomForest_High_60,RandomForestRegressor(),20.80176878664053,34.372162908484846,54.08688258785952,87.01030796180113
238,GradientBoosting_High_60,GradientBoostingRegressor(),52.82086947941509,75.62412043613598,63.22669966378815,93.62873772479847
239,SVR_High_60,SVR(),3683.91879287979,5581.33315028437,3509.913301541554,5215.770124071541
240,KNN_High_60,KNeighborsRegressor(),36.85089891632618,58.3335888587827,52.81908945686901,82.674611689751
241,XGBoost_High_60,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",28.272810046883325,38.97919489318345,62.81064821675941,100.13935656929804
242,LightGBM_High_60,LGBMRegressor(verbosity=0),42.8870304245426,62.301911517998015,58.306428911290794,94.20885617298283
243,RNN_High_60,"<Sequential name=sequential_72, built=True>",7623.038191471178,9883.6627517466,7141.528378286149,9369.82313340628
244,LSTM_High_60,"<Sequential name=sequential_73, built=True>",7860.780914657954,10068.1654082163,7379.271101598771,9552.266743637045
245,GRU_High_60,"<Sequential name=sequential_74, built=True>",7770.94700494774,9998.184608984837,7289.437191762711,9483.040258593366
246,Bidirectional_LSTM_High_60,"<Sequential name=sequential_75, built=True>",7781.063812151767,10006.049777711134,7299.553999255489,9490.81906594546
247,LinearRegression_High_90,LinearRegression(),51.720831925428655,83.80633800810683,49.204647140864466,81.59071448164079
248,Ridge_High_90,Ridge(),51.72083191017827,83.80633800810685,49.204647081309204,81.59071458620694
249,Lasso_High_90,Lasso(),155.78511438342588,235.26064773317106,152.26410286835286,223.21937865790827
250,RandomForest_High_90,RandomForestRegressor(),20.73367368796846,34.11371192883109,51.54774719101154,86.37162724851206
251,GradientBoosting_High_90,GradientBoostingRegressor(),53.62047372241447,76.74998583739053,65.2587275840793,99.4192967673037
252,SVR_High_90,SVR(),3685.557621879296,5569.7890393873895,3576.6852513399726,5391.33823387753
253,KNN_High_90,KNeighborsRegressor(),36.929139593002496,58.769966157340505,48.79014446227931,74.20484820380837
254,XGBoost_High_90,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",27.00518614262693,37.23149950590324,65.920275584997,109.63280745997324
255,LightGBM_High_90,LGBMRegressor(verbosity=0),41.525462522177754,60.25738873373724,56.99230554551237,87.92284935112488
256,RNN_High_90,"<Sequential name=sequential_76, built=True>",7638.58413769723,9887.99032244507,7338.103077719798,9592.211619365851
257,LSTM_High_90,"<Sequential name=sequential_77, built=True>",7906.014384365661,10096.011509646492,7605.53332498223,9798.311287730025
258,GRU_High_90,"<Sequential name=sequential_78, built=True>",7776.860078553837,9995.195728783028,7476.379018885827,9698.402455511716
259,Bidirectional_LSTM_High_90,"<Sequential name=sequential_79, built=True>",7759.06944355963,9981.359808013136,7458.588383701871,9684.694504544672
260,LinearRegression_High_120,LinearRegression(),51.78261611784349,83.48351221993421,51.55371569128839,81.08695112697629
261,Ridge_High_120,Ridge(),51.78261600367798,83.48351221993431,51.55371535222858,81.08695074292656
262,Lasso_High_120,Lasso(),166.16324052588737,244.41492694365195,162.7069953275616,248.98158671513187
263,RandomForest_High_120,RandomForestRegressor(),20.645793452914713,34.28404494109069,54.278398387096544,85.60427807826869
264,GradientBoosting_High_120,GradientBoostingRegressor(),54.38903909904219,77.71696005310405,63.212295605396726,93.20853005713344
265,SVR_High_120,SVR(),3691.7715990622396,5565.226805512138,3670.3008663543874,5494.329222348786
266,KNN_High_120,KNeighborsRegressor(),37.36709058295961,59.647901742609164,49.23758064516135,75.85670431807598
267,XGBoost_High_120,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",26.20574218312079,35.88961460742356,61.05285317697837,94.93185587419046
268,LightGBM_High_120,LGBMRegressor(verbosity=0),40.86645681051228,58.724524825442124,54.507496951091674,81.78927103037526
269,RNN_High_120,"<Sequential name=sequential_80, built=True>",7671.684359814016,9905.220780289508,7347.183065658078,9666.300479018591
270,LSTM_High_120,"<Sequential name=sequential_81, built=True>",7888.012301708547,10073.6982216845,7563.511007552609,9831.732538660299
271,GRU_High_120,"<Sequential name=sequential_82, built=True>",7805.209491072445,10008.993605189511,7480.708196982107,9768.175933993274
272,Bidirectional_LSTM_High_120,"<Sequential name=sequential_83, built=True>",7820.64079632979,10021.031895464066,7496.1395021106355,9779.998639140227
273,LinearRegression_High_150,LinearRegression(),51.22817129669799,81.69801943451432,55.80260476832472,94.76296012827483
274,Ridge_High_150,Ridge(),51.22817118002974,81.69801943451435,55.80260450938342,94.7629598793714
275,Lasso_High_150,Lasso(),162.37782471342112,240.51081233882803,163.50853271024874,241.6226539821823
276,RandomForest_High_150,RandomForestRegressor(),20.70829325883196,34.13420612534429,58.053093192869,97.60425166451869
277,GradientBoosting_High_150,GradientBoostingRegressor(),53.757220892579355,76.69313726093768,70.14917653491176,109.61933539348506
278,SVR_High_150,SVR(),3720.4448904483443,5597.697304744865,3531.8344960731774,5235.949984224959
279,KNN_High_150,KNeighborsRegressor(),36.99149783705839,59.12586106520152,51.39956239870335,83.66788990293918
280,XGBoost_High_150,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",26.262589563701162,35.925257756697384,66.00859547125077,108.64094450265785
281,LightGBM_High_150,LGBMRegressor(verbosity=0),40.22162517633463,57.341507353949694,60.323546160914276,101.05078896966592
282,RNN_High_150,"<Sequential name=sequential_84, built=True>",7715.759280204085,9954.820252757798,7305.462534682214,9478.095190593442
283,LSTM_High_150,"<Sequential name=sequential_85, built=True>",7940.558947246197,10130.053375665195,7530.262201595461,9652.427385224108
284,GRU_High_150,"<Sequential name=sequential_86, built=True>",7880.457979253151,10083.011602205128,7470.161233495777,9605.613695433442
285,Bidirectional_LSTM_High_150,"<Sequential name=sequential_87, built=True>",7875.780491199782,10079.356295055686,7465.483745635542,9601.97652238974
286,LinearRegression_High_200,LinearRegression(),51.760883877470505,81.52649920695907,54.44823128836268,96.3270320617275
287,Ridge_High_200,Ridge(),51.76088379241896,81.52649920695913,54.448230745263025,96.32703187449019
288,Lasso_High_200,Lasso(),169.58636927662351,250.60966504223828,167.75703589991096,243.90924323503913
289,RandomForest_High_200,RandomForestRegressor(),20.739534163183613,33.73204975187217,57.06672303921568,102.74640060121514
290,GradientBoosting_High_200,GradientBoostingRegressor(),52.53351065857856,74.95233192071728,68.29953123723706,113.6011799179196
291,SVR_High_200,SVR(),3718.4372277897355,5588.832562162495,3705.126684813482,5459.840535301141
292,KNN_High_200,KNeighborsRegressor(),36.99802834817372,58.58828775588247,49.88004901960784,82.57649141737565
293,XGBoost_High_200,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",25.78721255469317,35.17820322270438,66.79573677412046,119.98766824940463
294,LightGBM_High_200,LGBMRegressor(verbosity=0),39.381360621834354,56.54730436308091,58.049971256606035,100.6209163759594
295,RNN_High_200,"<Sequential name=sequential_88, built=True>",7743.076660121866,9963.957440789723,7628.876507249221,9824.002714027594
296,LSTM_High_200,"<Sequential name=sequential_89, built=True>",7974.481477093371,10144.829546509003,7860.2813243691435,10004.763617432835
297,GRU_High_200,"<Sequential name=sequential_90, built=True>",7931.976882900186,10111.452367894923,7817.776730027541,9971.40439270831
298,Bidirectional_LSTM_High_200,"<Sequential name=sequential_91, built=True>",7902.693389858194,10088.497139388664,7788.493236985549,9948.462165829054
299,LinearRegression_High_250,LinearRegression(),52.09095132480673,82.0317690146097,54.92950155436678,86.85512852431079
300,Ridge_High_250,Ridge(),52.09095114792477,82.03176901460976,54.92950109866593,86.8551279274812
301,Lasso_High_250,Lasso(),221.8375834039797,330.2327983871694,218.64525846194854,338.86349342988393
302,RandomForest_High_250,RandomForestRegressor(),20.972952913154952,34.37503988034853,54.92697611202654,87.20947596957319
303,GradientBoosting_High_250,GradientBoostingRegressor(),54.15166890095673,77.58155862096962,66.81609024561365,97.71511366255723
304,SVR_High_250,SVR(),3747.618123147492,5610.745426576044,3511.8706840537184,5247.699333246338
305,KNN_High_250,KNeighborsRegressor(),37.83167460608281,60.10783115791049,49.066441515650794,73.10791845748425
306,XGBoost_High_250,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",25.726794420174524,34.661821030885434,64.30230747078353,97.26405288244584
307,LightGBM_High_250,LGBMRegressor(verbosity=0),39.320694360448165,56.00445119597962,59.88077461188591,90.37678444071186
308,RNN_High_250,"<Sequential name=sequential_92, built=True>",7834.260442757389,10041.716966929622,7387.9486732043,9533.845955493838
309,LSTM_High_250,"<Sequential name=sequential_93, built=True>",8083.152627447177,10237.079628024121,7636.840858044695,9727.989070213798
310,GRU_High_250,"<Sequential name=sequential_94, built=True>",7977.279241585514,10153.690317180262,7530.967472032425,9645.097416304074
311,Bidirectional_LSTM_High_250,"<Sequential name=sequential_95, built=True>",8012.1127692955415,10181.080196693807,7565.800999724688,9672.32019003086
312,LinearRegression_Low_30,LinearRegression(),59.031255495374175,101.18701848252172,57.193823522865635,97.28603628043864
313,Ridge_Low_30,Ridge(),59.031255574363186,101.18701848252171,57.19382346505478,97.28603584072259
314,Lasso_Low_30,Lasso(),120.31484557330333,188.96596014253862,115.65984951453449,188.5119165146642
315,RandomForest_Low_30,RandomForestRegressor(),23.964877475247608,41.2789028301294,62.00778616852154,105.90262676677567
316,GradientBoosting_Low_30,GradientBoostingRegressor(),59.14558998291797,88.6612220329275,69.44873410701949,107.40520145967064
317,SVR_Low_30,SVR(),3616.020200123382,5492.25252320954,3510.9976711381837,5321.469615787352
318,KNN_Low_30,KNeighborsRegressor(),51.411734441301284,87.11144582257349,66.41411764705884,111.48081070090493
319,XGBoost_Low_30,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",33.68568981769568,47.421237510428526,70.7571521170757,116.7001161306496
320,LightGBM_Low_30,LGBMRegressor(verbosity=0),51.80347089427422,78.08868893194501,65.14130264967858,103.5460939838028
321,RNN_Low_30,"<Sequential name=sequential_96, built=True>",7492.672804949813,9737.97876947416,6974.896538316881,9310.700736854073
322,LSTM_Low_30,"<Sequential name=sequential_97, built=True>",7748.287553191017,9935.997420004263,7230.511286836511,9503.69717160164
323,GRU_Low_30,"<Sequential name=sequential_98, built=True>",7614.229018245087,9831.814089787598,7096.452751647269,9402.106580336922
324,Bidirectional_LSTM_Low_30,"<Sequential name=sequential_99, built=True>",7639.65928558177,9851.52164660877,7121.883019005512,9421.315419183496
325,LinearRegression_Low_45,LinearRegression(),58.96289947191009,100.33671016968773,60.87212064753511,103.7397478624426
326,Ridge_Low_45,Ridge(),58.96289953409166,100.33671016968776,60.87212075404018,103.73974787710372
327,Lasso_Low_45,Lasso(),132.5744526421875,208.90783387961403,127.73435488186189,198.84760170257718
328,RandomForest_Low_45,RandomForestRegressor(),23.484706539075045,39.793459212998016,64.57578628389123,107.19004888773067
329,GradientBoosting_Low_45,GradientBoostingRegressor(),58.822519932594524,87.4508349652395,73.34811125361114,114.24079970294187
330,SVR_Low_45,SVR(),3597.6549304615855,5477.338921429518,3788.4575330736784,5710.447763249414
331,KNN_Low_45,KNeighborsRegressor(),45.58908027644871,77.2201701186457,64.19406698564588,106.36329277715461
332,XGBoost_Low_45,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",31.908177769938284,44.0898451984449,70.31454937948563,115.5664712613238
333,LightGBM_Low_45,LGBMRegressor(verbosity=0),49.31214424744935,74.30085311859207,68.93519146761633,110.47800575135743
334,RNN_Low_45,"<Sequential name=sequential_100, built=True>",7447.0827133403145,9687.191216627276,7578.666569282983,9923.812281883536
335,LSTM_Low_45,"<Sequential name=sequential_101, built=True>",7679.030250772127,9866.617366435457,7810.614106743188,10102.057013094613
336,GRU_Low_45,"<Sequential name=sequential_102, built=True>",7605.413844308239,9809.431811861363,7736.9977003131,10045.247465925377
337,Bidirectional_LSTM_Low_45,"<Sequential name=sequential_103, built=True>",7573.731822830029,9784.8886781751,7705.315679045804,10020.865877730044
338,LinearRegression_Low_60,LinearRegression(),59.035584190279295,100.03569847474266,61.4444385673408,106.48900939882364
339,Ridge_Low_60,Ridge(),59.0355842735915,100.03569847474267,61.444438706190994,106.48900981100248
340,Lasso_Low_60,Lasso(),146.81721773313976,228.62745645991563,128.82834693542077,199.1780370254256
341,RandomForest_Low_60,RandomForestRegressor(),23.371731746313852,39.62513868195126,64.38982827476062,107.62377059419823
342,GradientBoosting_Low_60,GradientBoostingRegressor(),58.846788010274054,87.42808537151289,74.02849534068939,116.64733888734837
343,SVR_Low_60,SVR(),3643.9867520933904,5525.676771253851,3469.462284038544,5159.520192817972
344,KNN_Low_60,KNeighborsRegressor(),43.675308225262036,73.02237362623103,60.84715654952081,98.71626609153283
345,XGBoost_Low_60,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",30.72242253381971,43.08158731577793,72.68460851309779,122.57785612220613
346,LightGBM_Low_60,LGBMRegressor(verbosity=0),48.26561339762942,72.3061279498934,68.9526579023794,112.14378150079561
347,RNN_Low_60,"<Sequential name=sequential_104, built=True>",7521.395744881332,9771.271145532499,7042.374618861773,9259.079920224367
348,LSTM_Low_60,"<Sequential name=sequential_105, built=True>",7770.670630816936,9964.420099366187,7291.649504606106,9450.062074488897
349,GRU_Low_60,"<Sequential name=sequential_106, built=True>",7667.870841748754,9884.462003809505,7188.849715713646,9370.970117435636
350,Bidirectional_LSTM_Low_60,"<Sequential name=sequential_107, built=True>",7674.91846309302,9889.930196544423,7195.897336712432,9376.377723236048
351,LinearRegression_Low_90,LinearRegression(),59.89233611158986,100.92690113037949,58.22306916682447,90.58502023581674
352,Ridge_Low_90,Ridge(),59.89233613451671,100.92690113037956,58.22306893964706,90.58502003876116
353,Lasso_Low_90,Lasso(),158.6254299535452,244.53213265126692,151.46406594737627,221.56353180789822
354,RandomForest_Low_90,RandomForestRegressor(),23.79480399857191,40.91895161604359,58.00308346709485,93.00055800623952
355,GradientBoosting_Low_90,GradientBoostingRegressor(),59.80564879647035,89.21505619209184,68.05359981892701,102.09917840536424
356,SVR_Low_90,SVR(),3645.3964255742717,5515.7730806540685,3541.9789632452,5346.6765090975205
357,KNN_Low_90,KNeighborsRegressor(),43.06044269903607,72.11436343996957,58.54810593900482,92.85530266098564
358,XGBoost_Low_90,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",28.93604890168969,40.099225634064254,72.85896082307134,121.13895910395031
